rating,comment
5,"Tq, seller. Good service. "
5,Took abt 2 weeks. Looks good. Strap can be tight for people who likes it looser 
5,Speedy delivery n satisfied with the products
5,"Nice colour. Not yet try
"
4,"the blue looks different from picture, but nonetheless delivery came fast & quality’s good! "
5,"The material is good. Item looks nice. however the zipper is hooked to a string , am concerned if it will break easily if pull too hard  "
5,"quality and color is as what they have shown in the pictures! waiting time is slightly longer but that is understandable, can't wait to try this out!"
5,Delivery is considered fast as it was from overseas. Item is well packed and works well.
4,"Good quality. However, a bit squeezy when my phone is connected to an ear piece."
5,Fast delivery.Item is true to the picture.Thanks seller!
5,Super satisfied.. Will buy again.. 😊
5,Good quality. Fast delivery.
5,Good quality. Light and easy to use. Just enough to put in essentials. Happy with my purchase.
5,Recieved with thanks.
5,Hubby said very useful for jogging
5,Received in 14 days with good condition. Thank you 🙏 
5,Prompt delivery 
5,Good to use. Thanks
5,"Fast delivery, received from letter box by normal mail. Pouch fix my Huawei nova 3i. 👍"
5,Fast delivery even via normal mail. Ordered from this shop many times and was happy with the products and the material was good. Highly recommended
3,Delivery took a while. Material feels hot when tie on arm
5,Received in good condition..2nd buy
5,Delivery was rather quick since it’s from overseas. I like the colour and the feel of the material. Just big enough for my phone with cover. Thank you! 
5,Got it! Feels bulky for running. The material collects dust. So suggest to keep it in a drawer rather than exposed. Overall cheap and gd buy
5,good buy! strap is tight and can fit iphone 6plus size......
5,As shown in the picture. 
4,Colour is nice and compact. The compartment for putting in water bottle can’t really hold well. My bottle drops out running half way. 
4,Received in good condition.  Have not tried bringing it out for a run yet
5,"Feels soft, have yet to try. Thank you!"
5,产品质量好，又便宜，值得买👍
5,Good condition and looks durable. Yet to try out though but quite sure would fit nicely.
5,Love it. 
5,Good and nice . Bought another one
5,Just arrival today after 1-2 week.looks ok hope it able to last.
4,"Size quite big, can put phone and keys. A bit warm after wearing "
5,Yet to use. Definitely worth the money. Quality is good! Good catch. 
5,"Item received in good condition. Packaging is well intact and the product describe as it is. The material quality is good and comfort. Try out for a while, not so suitable for smaller build size. Reason due to the width and thickness cannot fit properly"
5,"Order well received, certainly good value for money. Will definitely buy again. Early delivery and excellent service👍🏻👍🏻👍🏻👍🏻👍🏻"
5,"Slightly bigger than expected. Have not tried using it, not sure whether it will slip while jogging."
5,Good product.. Love it so much..  Thanks 
5,Item received. Good condition. Very fast despite covid period.
5,Good Material 
5,"Repaeated order, its good for running"
5,2nd order. Satisfied.
5,Good material for the price. What i needed. 
5,"Item received in good condition 
"
5,"Received in good condition, postman will deliver to letterbox. thank you"
5,Thanks so much for delivery today
5,Ordered on 11 Mar and the item arrived on 18 Mar 2020. Happy with my purchase! My iPhone X can fit in the pouch too!
5,Arrived in good condition. Can hold phone and other stuff like keys and coins in separate compartment which protects the phone from scratches. 
5,The exercise phone bag is quite good and the delivery is quite fast 
5,Good quality. Very handy for sports activities 
5,A bit small fos S20+ but otherwise OK
5,"Order received in good condition, quality was better than expected. "
5,Value for Money.  Fits my  Samsung S9 and my ear buds case perfectly. Also fits iPhone 11 . The samsung note 9 fits just nicely.
4,Green turned out yellow blue is slightly discoloured 
5,Delivery was considerably quick and product is as described!
5,"Received in good condition, well packed, will return to order from this seller."
5,Good and nice.. 
5,"Good quality,  acceptable delivery time, value for money buy."
5,"Straps are super adjustable and delivery came in fast. Bought on Friday, received on Monday! (I added $1 for the express delivery). "
5,"I love it..so useful for my workout and jogging..
Delivery is just fine."
5,Delivery was ok. Pouch feels a little heavy but you can slot more than a phone. 
5,Product received in good condition. My Samsung Note 8 in UAG casing fits snugly in the bag. Quality feels good.
4,Item took quite a while to reach as it’s shipped from china. But overall it’s good quality!
5,"Recieved item in good condition. Pretty fast delivery as well.
Have not try it yet but happy with my buy."
5,Good quality😊
5,"Great quality for the price, recommended!"
5,Satisfied with the products...
5,The goods came in good condition and works well as advertised!
5,The product is as discussed and very good. Also the delivery was very fast. Will buy again from the seller 
5,Looks good. Will try out next time going out to exercise. Yay!
5,Fast delivery! Can fit in Samsung Note 9 nicely! Highly recommended!
5,Item received in good condition n fasts delivery...thks..👍👍👍
5,"Fast delivery! Good product. High recommended. Than you, sellers"
5,"Great buy doesn't look cheap. 
Will buy again if in need. "
5,Good quality ! My S10+ fits nicely in this pouch. The band is tight too and material is light. Recommwnd buy !
5,Very good value. Material looks good. V useful when out exercising. 
5,Received item in good condition. I am very satisfied with it! Thank you!
5,"Item is in a good quality, just need to take a while to reach you. 2nd time I bought from the seller! "
5,"Fast delivery, quality quite good in this price, reccomend, thanks seller 👍👍👍"
5,Prompt delivery. Item is well made with ample space for my phone. Good buy. 
5,Running pouch received. Item received exact same as image shown. 
4,Great product for the price. I’ve got quite fat arms yet this still can fit which is awesome!! But the bad thing is my iPhone 8 Plus if using the cabled earphones... the earphone outlet doesn’t fit that well at that position. If using AirPods then no problem! 
5,"Ordered 1 pink and 1 black of similar item. Quite disappointed that only received the black one and seller sent something else that I didn't ordered..I still accept as it's CNY is approaching , didn't want to kick up a fuss."
5,"Reasonable delivery time. Well packed. Nice colour, and good quality. 2 pockets storage, and wide suspension strap. Worth every penny. Good seller "
5,bought this many times and all has been good quality with fast delivery
5,The item is in good condition but I have not used it yet and the delivery is quite fast
5,"Good product quality, fast delivery too, product received as shown in pictures, good"
5,Item recieved in good condition and fast delivery.  Good quality.  Best buy
5,awesome quality and relatively quick delivery even though from china
5,"Product is good, Velcro is strong enough. Can put a lot of things like your phone, some cash, keys etc. "
5,"This is my 3rd order,very happy with the product ,value for money.Thanks"
5,Item came as described and fast delivery.  So far so good for its usage 
3,"Material is very good but too small for Note10. Cannot zip up after slotting in my phone
They should indicate what is the internal size of pouch"
5,impressive! Delivered after a week. Product is of good quality. Will purchase from here again!:)
5,Gd quality product.stripe was very thick n gd.highly recommend.delivery was a bit slow.over all gd but.thank you 
5,Revive item fast before cny and in good order 
4,"Good quality and value for money
"
5,"delivery took very long, but the product quality seems promising! :) "
5,Quality is ok.
5,received my item in perfect condition within 5 days! Will definitely patronise again
5,Received within 2 weeks. Very nice and good item for the price. Will be buying another two pouches very soon.
5,Received in good condition. Material does not appear to be water resistant. Anyway yet to use it
5,Good quality for the cheap price! Highly recommended!!!!!
5,Use it once I receive it today. Fit well for note 8 with hard casing. Worth the buy 
4,received in good conditions.  
5,Receives fast very satisfied thanks 
5,Love it. Thanks.
5,I like so nice thank you quality good fast delivery  i like it very nice and cheap...
5,Nice. Will! Try out later see whether it is tight fitting. Seems a bit too small for my iPhone 11max pro though. 
5,Item felt good for the price that I paid. Definitely something to consider for jogging. 
5,"Received in good condition. Can use, not so tight for small arms.... yet to use"
3,"The price is reasonable, the quality is okay. However, the weight is a bit heavy. "
5,"Well received, happy with the purchase. Good quality given the price 😊"
5,Fast delivery. Product same as the picture. Intend to buy another one. 
5,Is my 2nd time buying. Good quality and fast delivery. 
5,"Delivery time is ok, in 1 week, items received in good condition"
4,A little small and a little too tight for Note 10+.
1,Ordered hand phone strap recieved Waist bag kind of.... seller said mailed correct one! I don get it.. bright side atleast i recieve smthg! 
5,"Item is as displayed, thought it can hold my large phone but can't..."
5,I really like it even if ur big can fit the arm band is stretchable...
5,Received the item. The item quality is good and my phone p30pro fit just nice. Thumb up for the seller speedy delivery 
4,Nice product good quality 
5,Very good quality. Worth to buy. Highly recommended. Can fit in my Note 9.
5,"Received with good condition...good quality, will buy again. "
4,"Good product, fast delivery.
Given 4 star just because the seller too lazy to update the logistics."
5,Item received with wrapper. Fits in just nice for my 5.5 inch phone.
1,Not true to size.  Sent me the wrong color also. 
1,"Seller sent wrong colour. Very disappointed, how hard is it to pack?"
5,"Received in good condition. Material is soft, nice and good."
5,"Received within a week, much earlier than promised. And quality seem durable. "
5,Good material worth the wait and the price. Let’s see if the quality will last.
5,Item is good but I order 1 pink 1 black but both come in same colour 
5,"Great product, received in good condition! Will buy again soon"
5,Prompt delivery. Quality was good and was able to fit note 10 plus with no casing. 
5,Happy with purchase!
5,Item was received quickly and well. Thank you to the seller for such fast service :)
5,Good. I like the band. Highly recommended
5,"Thank you seller.
Item as per pic & nice material."
1,Don't deliver what buyer ordered. Not sincere and serious seller.
5,"This is my 2nd piece, really happy with the product.Thanks."
5,"Good item, fast delivery so I have nothing to complain about!"
5,The item was delivered earlier than expected. Good material. 
5,Item received in good condition .. fortunately fit with iPhone XR .. I was follow the seller and showing evidence but I didn’t get a gift even though promise .. anyway thanks seller .. 
1,Ordered red but got black instead. Seller refuses to give a refund or send replacement.
5,Item in good condition. Quality is good. This is my 2nd purchase. 
5,Quality is good.
5,"Fast delivery, good condition, strap is tight, looking to use it! "
5,Item received as advertised. 
5,"Fast delivery, thanks seller"
5,"Received in good time. Value for money, good for my everyday jog. Hope the zip will last. "
5,Good buy. Good product
5,Fast delivery.  Value for money.
5,I received the things. It's very good 
5,Happy with my purchase. Thank you seller.
5,the largest item that could fit is an iphone! iphone 7plus 
5,Item received as advertised. 2nd time buying.
5,Material is okay for the price.. But could be better if there's an option for better quality with a higher price too.. 
5,Good buy. Able to expand to accommodate iPhone 6s Plus. Yet to test durability of product. 
5,well received of thenjogging belt.. the pouch is not the very stretchy material but still can put my iphone 8+
5,"Item received in good condition, big enough for iPhone XS max. Will purchase more if needed :) "
5,"Ordered a number of items. The belt pouches look good. One with double pockets & another single one. The hairband is sweet & pretty. The bras, however is without paddings which I did not see it indicated in the write-up."
5,Item received in good condition. It looks good. Very nice. I like it. 
5,"Received items in good condition. 
I'm happy with my purchases. 😁

Just fyi to others - the belt is about 30inches (adjusted to the max and measured unstretched )"
5,Delivery took about 1.5 weeks to arrive. Item works well but material is a bit thin. Hope it lasts Long. But overall it's still a great buy! 
3,"Zip of 1 pouch is not smooth, the other zip is ok.  Overall still ok to use."
5,"Good 
"
5,Received with good condition. Nice design to put my phone and wallet. 
5,"I really love it
Very nice and fast delivery 
Thank u so much"
5,Ordered on 2/6/20 arrived on 12/6/20. Repeat purchase as it’s useful for carrying phone when going for brisk walking 
5,Item received in good condition. Fast shipping and reasonable price. Thumbs up..!! Thanks
5,Just received not use yet 
5,Received items properly sealed and wrapped. Value for money. Thanks Seller.
5,"Nice and good product, shipping was fast. Thank you seller."
5,"Second purchase, as expected. Thank you."
5,"Received in good condition. Took some time to arrive. Nice and tight, feel secure when I run as the belt won’t sag even when heavy phone is placed in. 
"
5,"Decent item, can hold iPhone 11 in one pocket and keys in another"
5,Useful belt. Soft material. Expandable. Fitting to put my iPhone XR. 
5,good material nice. would buy more again for my delivery work. easy to wear and light weight. instead of using those bulky pouches. this is a good alternative.
5,Value for money though long wait (2wks)
5,"good quality
came in a good condition
good price
good seller
2nd time to buy"
5,Goooooooood
5,Fitting is good and fast delivery . Will be able to keep my phone and keys inside .
5,this is a really nice item... tried it with my huawei p30pro and some keys....worth the money!
5,"Items received 
Fast delivery
Thanks seller 
"
5,Item is great! Highly recommended!
5,Received after approx 12 days. Can fit in iPhone XS. Hope the zip last. 
4,Received the item in good condition. The quality is considered ok. 
5,"Item received in good condition. Can only fit my handphone. Wanted to put my reusable mask but no more space, sad! "
5,"Can fit my phone, good quantity 
"
5,"Quite stretchy despite small size. Can fit 6.4"" phone. Son loves it."
5,cheap n good. abit tight for my S20 plus. 
5,"Well received the product. Happy with the purchase, cheap and good. "
5,Product delivered as per the picture. Pouch is able to fit a google pixel 4 nicely.
5,"Cheap and good material, suitable for exercise or traveling, will buy again only if the delivery time can be faster."
4,looks good but yet to use it
5,Nicely packed. Have yet to use.
5,"came in a good condition
good quality
good price
good seller"
3,The single pouch is too small for Google pixel 3 xl. If you have larger phone. Avoid getting this as it's not stretchy.
5,"Quite good. Meets the purpose. 
"
4,Products received in good condition. The quality looks good too. 
5,I have received it in good condition and was able to fit my phone in the pouch.
5,Just right..!!! 👌👌👌
5,Recieved in good condition. 
5,"Stretchable and adjustable waist band. Light weight. Good for running and walking. Enough for phone, keys and money. Cannot for towel. Small carrier."
5,"Item well received, suitable for iPhone XS max."
5,Looks good but the buckle looks very plastic and flimsy.
5,received item in good condition and delivery quite fast despite during circuit breaker.
5,Good product at great price. Patience and responsive seller.
5,"Value for money. Can fit iPhone 11 Pro Max. 
"
5,good quality 👌🏻
5,Love both the design & material is good. Thanks seller. 
5,fast delivery and item is made of good quality. highly recommend to all. 
5,Item was received within two weeks. It’s very useful for outdoor running. 
5,Good quality and I received the correct product. 
5,Can fit iPhone or Singapore passport. Possible to squeeze in 2 passports but not sure whether it will uncomfortable to wear it whole day during holiday
5,mmeasurements are correct. using this for travelling. it can fit singapore passport.
5,fast delivery.
5,Great item. This is my second buy. It can fit a huge Samsung note phone.
5,good quality and cheap too. can fit sg passport.
5,Good quality expandable waist pouch! Fast shipping and affordable!
5,"Stretchable, able to fit wallet/phone. Convenient for runners. Item received well."
5,"Item received in good condition, fast delivery. Great product. "
5,Variation 6 and 12. Items received in good condition 
5,Great item will recommed other shoppe users to purchase !!!
5,happy with products
5,"Great capacity! Though material seems a bit thin, I think it can still work!"
5,"Arrived early for normal post , space enough for phone and keys "
5,Really good. Just as described in the listing. Good quality as well
5,Received it in good condition. Color same as picture and very nice and sweet. Thank you seller. 
5,"Item received with good conditions, zip area a bit smaller. Cannot put more things "
5,Items packed in bubble wrap envelop. Received in good condition. 
5,Can fit hp and other small stuff
5,Received 
5,Comfy n niceee
5,Quite satisfied with the shirt even though i havent tried it. Material is fine. Delivery took awhile though since its from overseas and during this covid period. 
5,"Nice and light. Agree with reviewers that the armhole is larger than normal, but a non-issue for me. Will show sweat droplets since material is thin but all in all, a good deal. Will buy again."
5,"Size S fits me well, I am a size 4/6. Delivery takes more than a wk from China."
5,"2nd time i purchase with M.P!
Fast delivery,only take 5 day frm China to Singapore👍🏻 
I love their design, quality n the colours. Its worth the price!😍
 am 160cm, 53.5 kg. S size.a bit loose. So it u like more fit, can be one size down😊"
5,Love the colour! Arrived fairly quickly within 2 weeks. Material feels cooling enough
5,Not bad for the price point !
5,"i like it, fits well for me. am considering getting it in other colours"
5,"Delivery was pretty fast, very satisfied with the quality!"
5,Ordered on 16 May and received on 1 June. Be prepared to wait about 2 weeks for your order to arrive given the current situation. The quality of the products are good as usual. The tank top is very airy and comfortable. Would recommend. 
5,"Received quickly via ninjavan. Item is true to size, though the arm hole is quite big, till the bottom band of the sport bra. Very sweat wicking, would recommend it."
5,My 2nd purchase within a month. It's just like airism. 
4,"Very thin, material feels good, not the cheapest singlet option out there but not too bad"
5,👍 delivery fast  thanks 😊 
5,looks more purplish in real life. Like a dusty purple - super pretty! 
5,"Fit well , good quality , delivery fast "
5,3rd purchase. Size fit well. Delivery took about 10 days. Satisfied with the item.
5,This was another good buy. Arm hole is quite big and S would fit a usual size M.
3,Ordered purple but grey came instead.
5,Colour is true to the pic. Armhole will be large but overall comfy. 
5,I like it very much
5,"Very delighted and enjoyed the pieces — very soft and thin, comfortable wear. Though the top is shear but it’s good quality. I’m 168 regular body build, size s is good."
5,The pink is so sweet! Love the material. Will buy more in the future. 
4,nice color and v good material- really breezy gd for sg weather. just that the cutting around the bust might be abit too small for me
5,"Made of a lightweight material that feels nice to touch. I'm 164cm/57kg and S fits well on me. (Arm holes for M size might be too big for my liking) Good length too, not awkward to pair it with leggings!"
4,"The tank top material is very smooth and light weight. Feel comfortable even after exercise. However, the arm area is a bit big. "
4,"Colour is quite light, very comfortable and thin, but very big armholes, could probably get 1 size smaller"
5,"I am pleasantly surprised because the quality of the items is really good. not the thin and flimsy kind. Plus points for design too. Don’t expect perfect seaming, but everything else is decent. "
5,Material is good. Cutting at arm a bit big
5,Really comfy and soft. Only gripe is that the armhole is big...
5,Great material 
5,"Amazing quality!!! As a Lululemon user, I’m very impressed with this quality at this price tag!! "
5,As always moving peach is one of my go to store in Shopee. Love it~
4,delivery took a while but ok considering covid situation.  arm holes at tank top seem to have extra material 
5,Very comfy love it! 
4,"Good quality, good packaging. Cheaper but similar quality to lululemon/other popular brands. 2nd buy, very soft and thin."
5,"Bought M size, colour is true to the pics. Armhole is big but material is cooling and comfy"
5,Amazing top! Very lightweight yet nice
5,Items received in good condition.
5,The colour and the materials of the item was what I expected and I like it. 
5,Love love love moving peach items!! The quality never fail to disappoint 😌
5,"Love all the items I have purchased with moving peach this time round!! For the tops, follow the same measurements as usual. But for the bottoms, refer to the sizing chart provided. "
3,"Material is quite translucent! Lightweight, good for perspiration. However sizing runs big, would be great for a UK8 at least for S size. "
5,Second purchase. Comfortable material. Efficient delivery. 
5,Item arrived within a week. The material is really nice and smooth. It feels like it will wick sweat very well! 
5,"Love the color, need to try using for yoga or jogging to see the quality :)"
5,The red is very dark and dull red but length is Long enough.
5,Quick dry & lovely color! Size & length is just nice for a loose fit. Thanks!
5,Quality and comfortable material although it’s slightly big at the arms. 
1,Expensive for the price paid.Lousy stitches
5,"Ordered on 27th Aug, arrived 31st Aug. Material is good! Super soft and light. 

The opening for the arms are a bit bigger than usual though. Nevertheless, a good buy! Will repurchase from seller. "
5,Love the fit and material
4,"Bigger than expected. Arm holes were way too big, otherwise acceptable"
5,"this is a super pretty dusty pink, same design as lululemon’s sculpt tank but material definitely not the same. for the price and the colour, worth it though!"
5,Super comfy material rly soft And light. Would suggest sizing down for something more fitting 
5,Great fit! 
5,"Packed nicely and received. 
Sports bra not worth buying even if cheap. Returned. "
4,Ordered size S but a little biG. Material is soft & comfy
5,"Ok the button it’s hard to press, press first then put in the bike if not will be very difficult to press when In the wheels already "
3,"The light is supposed to be stick on the wheel, but it only can be turned on MANUALLY. I thought it supposes to be on automatically when the wheel is turning ? I could say it’s not convenient to turn it on and off all the time whenever I want to cycling. Not recommended."
1,Not a good product.. it has to be turned on with a button but cannot be turned off after. Button is stuck. 
5,Fast delivery and well packaged item. Will be very useful. Product made of good quality. 
2,Wrong colour given. I ordered multi colour and green. But sent blue and green. Dim lights as battery very weak. I have to buy my own battery to change. 
5,Good quality and received in good condition. 
5,"My son love it, will purchase more if need to. "
5,"Received in good condition. Will try it later and if good, will buy again next time. From outside, looks ok. Hope the quality is also ok. Thanks seller. Till next time! 😊"
5,"good looking same as the image
"
5,Looks good great
5,Look nice and beautiful
5,Ok for the price
4,Bigger than expected and received it with lights on. Hoping to figure out how to switch it off 
3,"Received orders, but one is a little faulty. "
3,"Ordered on 30 May. Received on 9 June via economy shipping. 
Lights are working fine but it keeps sliding down. Pretty sure it will get dislodged. What are the holes for? So we have not used it yet so not sure if the result will look as depicted in the photos.
ButThank you seller for swift shipping."
2,"not as nice as it claims when wheel is turning
bought 2 pieces and 1 of it os much brighter than the other. wasnt too impressed."
5,Thanks for shipping and delivery total 8 days arrive my house also.  Tested all good.
5,"Good quality,will buy angain"
5,I thought it wouldn't be stable for my bicycle but it was and it really looks cool at night with the lights on the wheel ! 
5,Good quality love it so much will buy again
5,Good buy. Happy with purchase
5,Seller is friendly and responsible
5,"Product as shown by seller, cheap and worth delivery was fast"
1,"Nit recommended 
Bought 9 pcs 
4 spoilt no light 
Buy at your own risk"
5,Order received in excellent condition! Tested and ready to roll! Tqvm!!
4,Good 👍👍👍👏👏👏
5,Both lights are working..but yet to fix it on my bicycle..
3,the light 1 battery low 
5,"Received in good conditions.
Need some time to figure out how to install and make it good...
Overall it worth buying 👍"
5,Nice light. Shipping took a long time as compared to other parcels also from China. 
1,No light
5,"CR2032 Battery 3volt.. good lasting Batteries included ... good buy..got 3modes of display...static, continuous blinking and interlaced blinking...💡💡💡"
4,"Very beautiful light 🥰 
But hv yet to try."
3,Order took sometimes to reach. Yet to try out.
5,Received. Yet to fix them on my bike. Hope they fit well and don't fall off when cycling.
5,Great product fast delivery thks
5,"The red light is visible. 

The multicolor not quite so. Plus the battery seems weak. Tend to off by itself. 

Need to cable tie to hold the item.  "
5,Prompt delivery. Good lights. 
1,Packing is ok . Fixing is not easy as per the adv. need to tie with cable otherwise fall down easily . 2 No of light is not working 
5,awesome product..eventho shipping takes a lil bit longer due to the virus and all..product is as mentioned on paged
5,K
5,Product delivered as per picture. Looks good. Have not tried at night yet. Hope it works.
3,"Not very secured on an adult road bike. Doesn't light up a full circle despite going at 20km/h.
"
5,Awesome bright light on my bike. Love it. Affordable and it works!
5,Received item and happy with product. Tested product and worked well. Thank you seller. 
5,Reasonably priced for the product.  Fast delivery.  Got multiple light mode.  Easy to install.
5,In good condition. 👍🏻
5,The lights were on when received. Battery is flat.
5,When my daughter saw this she is so happy.. it looks like a spinner.. 
5,Very fast delivery. Thank you.
5,Worth
5,Received items as purchased. Haven’t try it instead on bicycle yet but the quality looks alright. 
2,Item was faulted. Doesn’t stick to the bicycle spoke. Not recommended. 
5,"Great seller to deal with, fast delivery, item received in great condition as described. Thanks👍"
5,"Received in good condition 
Thank you "
5,"Order came in 3/4days.
Pink, yellow, green, red, purple, light and dark blue, what pretty colours it flashes on the third press, after the second blue and first white flashing. Warning, this does not stay well on the bicycle spoke unless you tie a wire thru its holes and around the spokes."
5,Recieved in good condition! Really bright & suitable for night cycling
5,"Acceptable Free Delivery
Ordered 9th Sep 2019
Received 18th Sep 2019
2 flashing and 1 non flashing modes
Very bright
Have yet to fix to the bicycles"
3,"Purchased 2, product not of same quality - light of one of it doesn’t light up well. The lights also do not attach to the wheels firmly, one of it dropped off within one ride. But good enough for its price I guess. "
5,Items received in good condition. Light up by pressing on the ball. Able to set different flash modes.
5,Receice item in good and working condition
5,Light abit dim. Cannot fixed firmly on my sprocket. 50 chars
4,Light not really bright But it still look nice 
5,1 is not working
5,Excellence bike accessories!
1,One of the led is spoil
4,Still ok 
3,"Doesn't stay well in spoke of bicycle. Need to double secure with cable tie. Battery only lasted for 6 hours of ride time.
"
5,"Great, good condition :) arrive safely "
5,Fast delivery 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
5,Received well
2,"I buy 2 pcs, one is not working"
5,product come with well pack. quality is very good. quick delivery able to receive item within 10 days after placing order. Thanks!
5,Well received ..........👍👍👍👍..........highly recommended 
5,Item Received in a good condition! 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
5,Value buy during flash sale and the quality of the product is very good. 
5,Love the color given. 
5,Very nice and happy with it for $15
5,Was ok. Not so kuch of my expectation. Rop and bottom are different so i dont know. 
5,"Oh my gosh! The tankini is nice. Didnt expect them to send a totally wearable piece. Was kinda expecting gaudy or loud prints but I got a classic one instead.

Super like and highly recommend. Thank you seller.

Only comment is that delivery took a long while."
5,"Received.  Was praying for a plain color.  However, gotten this which is a  print I will not choose.  "
5,"Got this grab bag during flash deal which makes it super worth it. Though it’s not any of the 3 designs shown, it’s a pleasant surprise! Took about 1 week after ordering to arrive. "
5,"Value for money, recommended. Beautiful "
5,Super love the design of the top! Was a grab bag so didn’t know what to expect. Decent delivery period. Will get again
5,"Bought this from grab bag. Initially was afraid that the design doesn’t suit me but it turned out to be nicer than expected. I like the material/design and the cutting fits me too. Would definitely recommend my family and friends to get as it is a good deal, thank you. "
5,Fast delivery. Thank u for accommodating my request for a dark coloured plain design👍
5,Very good quality.  I got a plain black one and it is perfect!
5,Thank you seller. This purchase is a different experience as you will not get to choose the design or colour when u purchase. Overall happy with the items that I received. 
5,i’m a repeated buyer! got a size bigger since previously the XL didn’t fit very well. however there isn’t much difference except the chest pad of XXL fits me a lot better than XL. this swimsuit feels like inferior than the one i got previously... but no complaints considering how cheap it is 
5,Fast delivery. Worth it to buy at flash sale. Will purchase again.
5,The product is well received. The quality is fine. The delivery of products were considered fast during the circuit breaker period.
5,"Bought this during the flash sale.
Color acceptable. Think this is a gd buy.
Happy with purchase "
5,A very good deal for the quality. Not the design I would hv usually pick but that’s the peril of a grab bag. 😅 For the deal there’s no ground to whine. 
5,This is my 2nd purchased and love to see the surprise item received.  Good quality and value for money. Thank you.
5,Took a while to arrive. Forgot to indicate I prefer solid colour over prints. Luckily seller sent solid colour. Thank you seller. 
5,"Quite basic and fits well. What I like in a swim wear finally manage to get my hands on a grab bag for TYR. Enjoyed this purchase can’t wait to go swimming.
"
5,Received the item in good condition. Satisfied with the purchase. Highly recommend for everyone!.............
5,Well packed condition and promptly delivered. Hope that the size fits. Tks seller. 
5,Design is nice. Luckily is black. Thanks seller for flash deal. Good quality swimwear. 
5,"Bought 2 different types, great price for the quality piece and thanks seller trying to provide dark colours . Tankini suite nice for a usual M-L size. 👍🏻"
3,Quite disappointed that the design and cuting is nothing like either of the 3 in the images. I guess it's the risk to take for this price. Quality feels thinner than the usual TYR swimming suit I have.
5,Nice dealing with this seller. Quality product. Thanks for taking into consideration of my request to obtain full black piece. Good job!
5,Received the green one. Top and bottom doesnt really match...the tag shows price at 65.90... Looks like a value buy! Yet to try it out.
3,"Received after some waiting thou is local vendor. Design wise, am disappointed that what issued to me is far from what shown on pixs on product listing. Material wise cannot complaint as the price is very competitive. My recommendation buy at your own risk acceptance level. "
4,"Dislike the material, the bottom size wasn't fit me"
5,"Lovely design and colour. Quality is good. If buy in shop, similar design would probably be 50+. Good buy. "
5,"Love the print i received. 
Material feels good and promt delivery."
5,Love the designs but delivery a bit too long. 
5,Size chart accurate. Fits well
5,"Super cute piece that fits well. Material for bottom is slightly thinner but it’s fine. Delivery took unexpectedly long. Nonetheless, definitely worth the price paid as bought during flash sales! Happy with the colour and design too. "
5,Nice! :)
5,Happy to receive this design from the surprise bag. Delivery is abit slow. Other than that 15 is pretty worth it. 
5,Worth the price I paid
5,Item received in good condition. Good quality and I like the colour and design! Sizing chart is accurate too. 
1,Not worth buying at all. The elasticity of the top was so bad that it has spoilt. And also it came with a stain. Totally waste of money. Seller is irresponsible and unethical to sell such products to consumers. 
5,Satisfied with my buy:)
5,"Good quality, good price. Chest pads a bit small for the size listed. Thank you for fulfilling my request for a plain color :) "
5,"Received item in good condition, liked the navy colour that was randomly chosen for delivery."
5,Well received. Goggles were bubble-wrapped. 
5,"Repeat purchase, this time round for 1 size smaller as M bottoms were a tad loose. Indeed S fits better and love the design sent by TYR! Thanks for taking into consideration my request for a plain set (as I did not want a similar printed one like the earlier M set)."
5,"Satisfied with the design TYR sent. Excellent quality at a great price! Sizing a hit and miss though - top fits well but bottom a little loose. Fast delivery, received 4 days after placing order."
4,"Fast delivery. It is a good deal. Glad it’s black color but TOO MUCH RUCHES for an XXL size, esp at the bust and stomach area couple with thin straps.. thus not entirely comfortable. Cup size would be better if slightly bigger.Bottom fits perfectly tho’ thanks! Hope this help in the next ‘print matc"
5,Items received in good condition... sizing is good fit me well... but the breast pad is not very good 
5,Yet to open up to try but looks good. hope that it will last despite price 
5,The tankini quality is good. Very worth it during flash sale! 
5,"got this at $9.90! was praying i won’t get one with design and lucky me! 😂 was hoping for a black or blue but this dark purple is not bad too! The fit is just nice, only thing is the cups fit just nice which makes me paranoid because i prefer the cups to be abit bigger. This is a really good deal! "
5,Satisfied with my purchase! Got a colour that I want! Black! Nice
5,The top.ams bottom doesn't seemed to be matching at all. Colour not as expected but still wearable. Good promo.
5,Got the green piece. Great value for the price! And super fast shipment 
5,very fast delivery and very good deal bought during flash sale
5,"Fast delivery
Wow really worth buying during flash deal
I got my favourite colour -Navy blue n nice design
Fit perfectly!
"
5,Great product. Love the fit. Just don't know what the draw string in the inner pants area is for
5,"Second purchase due to previously bought wrong size. However XXL too loose, XL a little tight for me. Product itself is of good quality and price point!"
3,"It seems like need to order one size up 
The cutting is too small "
5,I prefer to get the other design but still ok with it ....only paid $8 during flash sale ...cheaper then the outside price 😍
5,Item arrived 2 days after ordering. Good deal with the flash sales. 
