rating,comment,cleaned_review,aspect,sentiment_label,sentiment
5,Simple cloth with pokka dots. Not sure if very absorbent. Cloth is quite small,simple cloth pokka dot not sure absorbent cloth quite small,Others,2,Positive
4,Item received in good condition. Smaller than I expected . Yet to try. Thanks,item received good condition smaller expected yet try thanks,Delivery & Service,2,Positive
5,Item received as per ordered. Acceptable quality at this cheap price 👍👍.,item received per ordered acceptable quality cheap price 👍👍,Product Quality,2,Positive
5,Well received! Looks good for its price. Received v quickly also!,well received look good price received quickly also,Delivery & Service,2,Positive
5,Nice thank you..,nice thank,Others,2,Positive
5,Soft and light material. Nice colour. Flash deal buy. Will try out the usage as shown.  ,soft light material nice colour flash deal buy try usage shown,Product Quality,2,Positive
5,Well receive. It's really cooling material but it does not really absorb water well. There's lots of water when wipe on face compare to cotton material.,well receive really cooling material but not really absorb water well there lot water wipe face compare cotton material,Product Quality,2,Positive
5,items were received as advertised. shipping took around 11 days.,item received advertised shipping took around day,Delivery & Service,2,Positive
5,"Thank you very much for the speedy delivery. The quality is good. Like it . 

Highly recommended to buy from this seller.

赞👍",thank much speedy delivery quality good like highly recommended buy seller 赞👍,Delivery & Service,2,Positive
3,"Item received, it is very thin, it is better when fold into two. ",item received thin better fold two,Delivery & Service,1,Neutral
5,Received received received received received ,received received received received received,Delivery & Service,2,Positive
4,Fast delivery. Great deal due to flash sales.have yet to use,fast delivery great deal due flash saleshave yet use,Delivery & Service,2,Positive
5,"excellent product, good quality, responsive seller, fast delivery, strongly recommend.

",excellent product good quality responsive seller fast delivery strongly recommend,Delivery & Service,2,Positive
5,Received! Colour same as the one shown in the picture. Great,received colour one shown picture great,Product Quality,2,Positive
4,quick delivery! the color is true to picture although the material is slightly thin ,quick delivery color true picture although material slightly thin,Product Quality,2,Positive
4,Thinner than I expected. Not the regular gym face towel size. Have not tried item out,thinner expected not regular gym face towel size not tried item,Product Quality,2,Positive
5,"Bought this during flash deal. The towel is light. Haven't try to use it.
",bought flash deal towel light havent try use,Others,2,Positive
5,Bought a few of these before and it definitely is useful especially on a workout or when the humidity strikes. Came as described. ,bought few definitely useful especially workout or humidity strike came described,Others,2,Positive
5,Received in good condition and fast delivery service bought this during sales not so big a cloth,received good condition fast delivery service bought sale not big cloth,Delivery & Service,2,Positive
5,Rceeived in good condition. Pretty thin towel but haven't used yet ,rceeived good condition pretty thin towel but havent used yet,Delivery & Service,2,Positive
5,Quite thin bt ok for the price paid. Hope it is absorbent as claimed. ,quite thin bt ok price paid hope absorbent claimed,Others,2,Positive
5,Item as per post haven yet to try out yet delivery time was okie too.,item per post haven yet try yet delivery time okie,Delivery & Service,2,Positive
2,"The towel is really small, and really really thin. Not sure how absorbent it can be as have not used it yet.",towel really small really really thin not sure absorbent can not used yet,Others,0,Negative
5,Not bad. Abit like dry fit kind of material. Useful small and light.,not bad abit like dry fit kind material useful small light,Product Quality,2,Positive
3,Very thin and length is short. Not sure about its durability.  Will try it out later tonight. A bit expensive for such a short piece of material though. ,thin length short not sure durability try later tonight bit expensive short piece material though,Product Quality,1,Neutral
5,Looks good for 99ct.. quality not too bad for the price,look good ct quality not bad price,Product Quality,2,Positive
5,Simple cloth with pokka dots. Yet to try of absorbent. Looks pretty normal,simple cloth pokka dot yet try absorbent look pretty normal,Others,2,Positive
5,Received in good condition. Yet to try out. Thanks for the flash deal. ,received good condition yet try thanks flash deal,Delivery & Service,2,Positive
5,Fast delivery and good condition but very think..........,fast delivery good condition but think,Delivery & Service,2,Positive
5,"Fast delivery, reasonable price, quirky towel, need to try if like the textures ",fast delivery reasonable price quirky towel need try like texture,Delivery & Service,2,Positive
5,Received item as per ordered. Value for money during flash sales. Thanks.,received item per ordered value money flash sale thanks,Delivery & Service,2,Positive
5,"ordered 12 Jan, recvd 20 Jan. dri fit material...wonder if it absorb sweat...",ordered jan recvd jan dri fit materialwonder absorb sweat,Product Quality,2,Positive
4,Delivery took around 13 days. Consider slow. Its very thin. Yet to try when sweat. ,delivery took around day consider slow thin yet try sweat,Delivery & Service,2,Positive
5,Ordered the silver one. Fast delivery. Material a bit thin but ok for the value paid.,ordered silver one fast delivery material bit thin but ok value paid,Delivery & Service,2,Positive
5,good packaging ,good packaging,Packaging Quality,2,Positive
4,"Received in good condition, looks good yet to try though but worthwhile deal at $0.99😊 #shopeehaul",received good condition look good yet try though but worthwhile deal shopeehaul,Delivery & Service,2,Positive
5,"Item was despatched and received in a good condition. Item is as described online, very thin and portable. Fantastic price during the flash sales period ",item despatched received good condition item described online thin portable fantastic price flash sale period,Delivery & Service,2,Positive
5,Items received properly. Thanks Seller,item received properly thanks seller,Delivery & Service,2,Positive
5,Item received. Thanks. Good condition and item dries up easily,item received thanks good condition item dry easily,Delivery & Service,2,Positive
5,Good good good okay ggggggggggggggggggggggggggggggggggggggggggghgggghgghhhghhgg,good good good okay ggggggggggggggggggggggggggggggggggggggggggghgggghgghhhghhgg,Others,2,Positive
4,Received few days ago. Smaller than expected. Material feels weird as a towel but it works fairly well,received few day ago smaller expected material feel weird towel but work fairly well,Product Quality,2,Positive
5,"Item came in around a week, condition of the item is good as well :) ",item came around week condition item good well,Delivery & Service,2,Positive
5,"At this price, dont expect too much.
Looks ok. 

Have fun using it. ",price dont expect much look ok fun using,Others,2,Positive
5,Colour is good. Received. Have yet to use.,colour good received yet use,Product Quality,2,Positive
2,Very thin material. U get what you pay for.,thin material get pay,Product Quality,0,Negative
4,Material a bit thin,material bit thin,Product Quality,2,Positive
4,Item arrived quickly even though its by normal mail. Thank you.,item arrived quickly even though normal mail thank,Delivery & Service,2,Positive
5,Thin. Hope it works. ,thin hope work,Product Quality,2,Positive
4,Have yet to use but material feels really thin,yet use but material feel really thin,Product Quality,2,Positive
5,Item received in well packaging. Fast delivery. Price cheap ,item received well packaging fast delivery price cheap,Delivery & Service,2,Positive
3,"Fast shipping. Item is not that bad, it's quitethick but i will probably use it to clean the car rather than at the gym to wipe the sweat off. ",fast shipping item not bad quitethick but probably use clean car rather gym wipe sweat,Delivery & Service,1,Neutral
3,Too thin material... not sure about the absorption ,thin material not sure absorption,Product Quality,1,Neutral
5,包装很完整，没有破损。迫不及待的拆开，发现完全超乎我的想象，入手以后竟然这么顺滑，没有一点褶皱，这种柔顺，一摸，就知道是我想要的。,包装很完整，没有破损。迫不及待的拆开，发现完全超乎我的想象，入手以后竟然这么顺滑，没有一点褶皱，这种柔顺，一摸，就知道是我想要的。,Others,2,Positive
5,"Items arrived in letterbox. In good condition. However, the band has slight powder feel to it upon touching. Might need to rinse it before use.",item arrived letterbox good condition however band slight powder feel upon touching might need rinse use,Delivery & Service,2,Positive
5,"The delivery was extremely prompt, and I'm satisfied with the product.",delivery extremely prompt im satisfied product,Product Quality,2,Positive
5,"Good, delivery fast as expected, delivery as per described. I’ll order again, 👍👍👍",good delivery fast expected delivery per described i’ll order 👍👍👍,Delivery & Service,2,Positive
5,"Received the items in good order
Goods are value for money..",received item good order good value money,Delivery & Service,2,Positive
5,Well received. 😃,well received,Delivery & Service,2,Positive
5,"good
",good,Others,2,Positive
5,Item received in good condition. Delivery service good. Will definitely purchase again if in need of the product.,item received good condition delivery service good definitely purchase need product,Delivery & Service,2,Positive
5,Bought it for my mum to do her morning exercises with the tv host. Item looks good but delivery abit slow ,bought mum morning exercise tv host item look good but delivery abit slow,Delivery & Service,2,Positive
5,Item kinda powdery upon receipt but can wash away easily and np strong plastic smell. Stretches well.,item kinda powdery upon receipt but can wash away easily np strong plastic smell stretch well,Product Quality,2,Positive
5,"Received in good condition, delivery is quite fast. The resistance is working fine, value for money ",received good condition delivery quite fast resistance working fine value money,Delivery & Service,2,Positive
4,Like the colours!,like colour,Others,2,Positive
5,"Ordered on 17Jun, received 24Jun, in good conditions.
Tested it and the elastic is stable. ",ordered jun received jun good condition tested elastic stable,Delivery & Service,2,Positive
5,Received both pink and blue elastic bands in good condition. Thank you,received pink blue elastic band good condition thank,Delivery & Service,2,Positive
5,I love it! Really good for those that sweat a lot like me! Easy and very it didnt wet the towel at all! Recommended! ,love really good sweat lot like easy didnt wet towel recommended,Others,2,Positive
3,"The fabric is very thin, I am unsure whether it can take in any water??",fabric thin unsure whether can take water,Others,1,Neutral
5,"Fast delivery,  need to wash before use, as there's some powdery substances on the band. Overall cheap and good for some workout. 
Will recommend ",fast delivery need wash use there powdery substance band overall cheap good workout recommend,Delivery & Service,2,Positive
5,Delivery takes about 1 week+. Just a elastic fabric as what it is. Good good good good good good good good,delivery take week elastic fabric good good good good good good good good,Delivery & Service,2,Positive
5,The colour very nice I liked I so happy 👍👍🥰🥰,colour nice liked happy 👍👍🥰🥰,Product Quality,2,Positive
5,Fast delivery. Nice purple & blue colour. Have not used yet but quality looks good.,fast delivery nice purple blue colour not used yet but quality look good,Product Quality,2,Positive
5,Great quality ,great quality,Product Quality,2,Positive
5,"colour very pretty and true to colour. shipping fast despite covid 
",colour pretty true colour shipping fast despite covid,Product Quality,2,Positive
5,Item arrived and was nicely packed.  Looks good.   Thank you seller.,item arrived nicely packed look good thank seller,Delivery & Service,2,Positive
5,Received all 3 bands that I ordered. Exact to pictures shown. ,received band ordered exact picture shown,Delivery & Service,2,Positive
5,"Very long & stretchy, good for some resistance training...",long stretchy good resistance training,Others,2,Positive
5,Order well received,order well received,Delivery & Service,2,Positive
5,Not sure if there will be any different in strength for different colours. This blue band ranked middle compared to the pink and green bands that were purchased from another vendor in terms of resistance.,not sure different strength different colour blue band ranked middle compared pink green band purchased another vendor term resistance,Product Quality,2,Positive
5,"
At last arrived!!!
Happy now can use it every morning for my exercises!!!",last arrived happy can use every morning exercise,Delivery & Service,2,Positive
5,"The bands is good but I find it a little thin quality  that I'm so v v v v afraid that each time I stretch it ..that it may snap.   Perhaps you can indicate thickness on the size for future reference. ..other than that, am v v v happy with the buy n delivery. ..thank u...",band good but find little thin quality im afraid time stretch may snap perhaps can indicate thickness size future reference happy buy delivery thank,Product Quality,2,Positive
5,its good quality! got it for my grandparents and they said its good. ,good quality got grandparent said good,Product Quality,2,Positive
4,Powdered stretch band. Quality matches the price. Gives a good resistance. ,powdered stretch band quality match price give good resistance,Product Quality,2,Positive
5,Fast delivery and quality good ,fast delivery quality good,Delivery & Service,2,Positive
5,"Good quality with cheap price 👍! 
Love the color too! 😃
Thank U seller!",good quality cheap price love color thank seller,Product Quality,2,Positive
5,Good condition ,good condition,Delivery & Service,2,Positive
5,Product arrived in about a week have yet to test it out. Hope it’ll be good,product arrived week yet test hope it’ll good,Delivery & Service,2,Positive
5,Seems alrite :) ,seems alrite,Others,2,Positive
5,"Nice product fast shipping
",nice product fast shipping,Delivery & Service,2,Positive
5,Received in good condition. Love the colours and it’s fast delivery.,received good condition love colour it’s fast delivery,Delivery & Service,2,Positive
5,Delivery is rather fast. Satisfy with the quality of the band. ,delivery rather fast satisfy quality band,Product Quality,2,Positive
4,Received item this morning in good condition.   Fast Delivery.,received item morning good condition fast delivery,Delivery & Service,2,Positive
5,Well received. Worth paying for ,well received worth paying,Delivery & Service,2,Positive
5,Received in good order. Have not used yet. Hope can last.,received good order not used yet hope can last,Delivery & Service,2,Positive
5,"Received in good condition.
Working fine ",received good condition working fine,Delivery & Service,2,Positive
5,Received in good condition.  Is light dusty pink. ,received good condition light dusty pink,Delivery & Service,2,Positive
3,"delivery take around 1week. Stretchable , least strength level.  ",delivery take around week stretchable least strength level,Product Quality,1,Neutral
5,Item received as per advertised. Delivered in seven working days.,item received per advertised delivered seven working day,Delivery & Service,2,Positive
5,"Item was received in good condition and true to photo as well. It was a little powdery initially and left residue on my hands, but after using a couple of times that powdery texture went away so all it good!!  ",item received good condition true photo well little powdery initially left residue hand but using couple time powdery texture went away good,Delivery & Service,2,Positive
5,Fast delivery! Even though is cb period buy items we're shipped out efficiently. Products are as per description ,fast delivery even though cb period buy item shipped efficiently product per description,Delivery & Service,2,Positive
5,very good quality would buy again if needed would totally recommend!! 👍👍,good quality would buy needed would totally recommend 👍👍,Product Quality,2,Positive
5,Received quite fast! Thanks:),received quite fast thanks,Delivery & Service,2,Positive
5,Order received in good condition. Will definitely buy again! ,order received good condition definitely buy,Delivery & Service,2,Positive
5,Item as described. Delivery time acceptable ,item described delivery time acceptable,Delivery & Service,2,Positive
5,Delivery was pretty fast. Item came nicely packed and in good condition. Love how stretchy this is. ,delivery pretty fast item came nicely packed good condition love stretchy,Delivery & Service,2,Positive
5,Item received and in good condition. Took sometime to arrive but its fine. 👍🏻👍🏻,item received good condition took sometime arrive but fine 👍🏻👍🏻,Delivery & Service,2,Positive
5,"Second time buying. Really love the band that allows resistance training conveniently at home.
Seller was very reliable. HAd previously ordered a butter dish which had manufacturing defect. Seller replaced a new one with this order. THank you",second time buying really love band allows resistance training conveniently home seller reliable previously ordered butter dish manufacturing defect seller replaced new one order thank,Product Quality,2,Positive
5,Long & great for mobility stretches & workout! Band is strong & sturdy,long great mobility stretch workout band strong sturdy,Product Quality,2,Positive
5,"Good quality, worth to buy.",good quality worth buy,Product Quality,2,Positive
4,Item received in good condition. Yet to try it out!,item received good condition yet try,Delivery & Service,2,Positive
5,Arrived just as it was depicted in the pictures. Good quality. No unpleasant plastic odours,arrived depicted picture good quality no unpleasant plastic odour,Product Quality,2,Positive
5,Nice. Overall is great. Love it,nice overall great love,Others,2,Positive
5,Item came well packed. Love it! Motivation to drink water ,item came well packed love motivation drink water,Packaging Quality,2,Positive
5,Item received late night despite their busy schedual.. Came nicely packed secured in bubble wrap. My second and third purchase👍🏼👍🏼👍🏼,item received late night despite busy schedual came nicely packed secured bubble wrap second third purchase👍🏼👍🏼👍🏼,Packaging Quality,2,Positive
5,Delivery period was okay. Item was nicely wrapped and marked 'fragile'. The bottle is huge so it caught me by surprise. ,delivery period okay item nicely wrapped marked fragile bottle huge caught surprise,Packaging Quality,2,Positive
5,Got it as a birthday present and my friend loved it. Helped her to drink more water. It looks bigger in real life,got birthday present friend loved helped drink water look bigger real life,Others,2,Positive
5,"my wife love it so much. 
i give her as a gift. ",wife love much give gift,Others,2,Positive
5,Good quality and sleek design. ,good quality sleek design,Product Quality,2,Positive
5,Super nice ! ,super nice,Others,2,Positive
5,Item received! Ordered this for my wife as a surprise. She loves it because its BRIGHT PINK! 😁,item received ordered wife surprise love bright pink,Delivery & Service,2,Positive
5,parcel came packaged nicely & well protected. it is as advertised. ,parcel came packaged nicely well protected advertised,Packaging Quality,2,Positive
5,"came in very good packaging to protect, received in perfect condition",came good packaging protect received perfect condition,Delivery & Service,2,Positive
5,Great quality. Came without defects. Such a motivation to drink more water.,great quality came without defect motivation drink water,Product Quality,2,Positive
5,"Great quality, love that it comes with a straw. Esp love the words on it to remind you to drink up!",great quality love come straw esp love word remind drink,Product Quality,2,Positive
5,Very good water bottle and very affordable price as well👍🏼👍🏼👍🏼,good water bottle affordable price well👍🏼👍🏼👍🏼,Others,2,Positive
5,Love the bottle! Wrapped carefully in the bubble wrap that's super solid😍 Thank you seller!! Will definitely recommend to my friends! 💕,love bottle wrapped carefully bubble wrap thats super solid😍 thank seller definitely recommend friend,Packaging Quality,2,Positive
5,Well packed for delivery. Thanks ,well packed delivery thanks,Packaging Quality,2,Positive
5,Item well received. Nicely packed.,item well received nicely packed,Packaging Quality,2,Positive
5,Fast delivery. Received in good packaging condition. It very big bottle and colour very nice. Had purchased 2..happy with it,fast delivery received good packaging condition big bottle colour nice purchased happy,Delivery & Service,2,Positive
5,Received promptly! Love the colour and usage. Happy customer,received promptly love colour usage happy customer,Product Quality,2,Positive
1,"A pathetic customer service provided by seller. Received a faulty good, mentioned to seller. I have indicated that I will change the rating once I received the replacement, yet seller decide to give a bad rating to my purchase instead. Tsk tsk ",pathetic customer service provided seller received faulty good mentioned seller indicated change rating received replacement yet seller decide give bad rating purchase instead tsk tsk,Delivery & Service,0,Negative
5,"Item received, looks exactly as advertised. Quality looks good and very nice. Good buy! ",item received look exactly advertised quality look good nice good buy,Product Quality,2,Positive
5,Well wrapped and received in good condition! Love the design! Thank you seller:)),well wrapped received good condition love design thank seller,Delivery & Service,2,Positive
5,"Very good and strong
",good strong,Product Quality,2,Positive
5,"fantastic, love it so much! cant wait to use it, thanks seller.",fantastic love much cant wait use thanks seller,Delivery & Service,2,Positive
5,LOVE IT! THe quality is good. 👍🏻,love quality good 👍🏻,Product Quality,2,Positive
5,"Received as advertised. Speedy delivery, received within a week.",received advertised speedy delivery received within week,Delivery & Service,2,Positive
5,love the bottle! its huge and lightweight. can’t wait to use it and hydrate myself.,love bottle huge lightweight can’t wait use hydrate,Product Quality,2,Positive
5,"Item came in perfect condition, was well packaged",item came perfect condition well packaged,Packaging Quality,2,Positive
5,"Great bottle, been using it for some time. Very pleased with the item. ",great bottle using time pleased item,Others,2,Positive
5,Item was well wrapped for protection with no scratches whatsoever. Thank you :) ,item well wrapped protection no scratch whatsoever thank,Packaging Quality,2,Positive
5,"Very pretty bottle!! Love it so much!
Seller ship item out the very next day after order made..",pretty bottle love much seller ship item next day order made,Delivery & Service,2,Positive
5,Items came in good conditions 👍,item came good condition,Others,2,Positive
5,super huge ! really convenient as there is a strap ! fast delivery! came in a week !,super huge really convenient strap fast delivery came week,Delivery & Service,2,Positive
5,Bubblewrap,bubblewrap,Others,2,Positive
5,super satisfied with the product and service !! one of the fastest service during this COVID period. ordered on the 16/5 and received on the 22/5. definitely recommended and bottle was wrapped safely with bubble wrap !!,super satisfied product service one fastest service covid period ordered received definitely recommended bottle wrapped safely bubble wrap,Packaging Quality,2,Positive
5,"very good quality, promt delivery wrapped with bubble wrap to protect the item. highly recommand. the design of the cap is good base because there will be no contact with the straw when it comes to hygeine. straw can be remove to clean.",good quality promt delivery wrapped bubble wrap protect item highly recommand design cap good base no contact straw come hygeine straw can remove clean,Packaging Quality,2,Positive
5,Very well packed. Have to see how Long this last. Looks and feels good.,well packed see long last look feel good,Packaging Quality,2,Positive
5,Bubble wrap item. Fast delivery during cb period. Thanks seller,bubble wrap item fast delivery cb period thanks seller,Packaging Quality,2,Positive
5,Received 👌,received,Delivery & Service,2,Positive
5,"Price is good, delivery was Long due to the virus... however product material is durable . ",price good delivery long due virus however product material durable,Product Quality,2,Positive
5,Received good,received good,Delivery & Service,2,Positive
5,Good to use and beautiful!,good use beautiful,Others,2,Positive
5,All good conditions ,good condition,Others,2,Positive
5,"Solid water bottle, make sure you have enuff boil water or dispenser to top up. ",solid water bottle make sure enuff boil water or dispenser top,Others,2,Positive
5,Received with thanks :),received thanks,Delivery & Service,2,Positive
5,Item came bubble wrapped. Fast delivery as well!,item came bubble wrapped fast delivery well,Packaging Quality,2,Positive
5,Nice bottle! Thank you 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,nice bottle thank 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,Others,2,Positive
5,"Received in good condition. 160cm and 51kg, usually wear S-M depends on cutting. M fits perfectly and its high waisted. Material feels more cotton-ish compared to another design and feels comfy. ",received good condition cm kg usually wear sm depends cutting fit perfectly high waisted material feel cottonish compared another design feel comfy,Product Quality,2,Positive
5,Decent delivery time! Repeated customer. Movin peach haven’t disappoint thus far. Happy w the product! Just wished it had pockets too.,decent delivery time repeated customer movin peach haven’t disappoint thus far happy product wished pocket,Delivery & Service,2,Positive
5,"Pleased with this yoga pants, i followed the advice in the comments and sized up so it fit just right - i’m glad! ",pleased yoga pant followed advice comment sized fit right i’m glad,Product Quality,2,Positive
5,"Recommend to size up, very comfortable. Tempted to get every colour",recommend size comfortable tempted get every colour,Product Quality,2,Positive
5,"Received in good condition, quality is not bad for the price and happy with the purchase ",received good condition quality not bad price happy purchase,Delivery & Service,2,Positive
5,"Very surprised that order received in a week! Much faster than I expected. Ordered 2 yoga pants, 2 sport bra, 2 tank top. Material is good and comfortable. Satisfied with all the products I bought. ",surprised order received week much faster expected ordered yoga pant sport bra tank top material good comfortable satisfied product bought,Product Quality,2,Positive
5,"Love the color,  it looks small but fits like a glove! No cameltoe mark at the crotch so perfect as yoga pants 💛 it is very stretchy. would buy again in another color too!! A great buy. Recommended!! ",love color look small but fit like glove no cameltoe mark crotch perfect yoga pant stretchy would buy another color great buy recommended,Product Quality,2,Positive
5,Bought this and the size was good. Read the reviews and got a size up. Material is good ,bought size good read review got size material good,Product Quality,2,Positive
5,"Got M, would recommend to size up. I’m a usual S and M is quite right fitting for me",got would recommend size i’m usual quite right fitting,Product Quality,2,Positive
5,"Very comfortable, good quality, value for money. Received in about 2 to 3 weeks after ordering. Highly recommended!! ☺️",comfortable good quality value money received week ordering highly recommended ☺️,Product Quality,2,Positive
5,"I felt this was a very good buy, for the price that I have paid, I am satisfied! If you are looking for a similar smooth material as those sportswear sold by professional brands, this material is different. It is more of an in between of cotton and the smooth material. :)",felt good buy price paid satisfied looking similar smooth material sportswear sold professional brand material different cotton smooth material,Product Quality,2,Positive
5,As described. Material is thick.,described material thick,Product Quality,2,Positive
5,Good qualify and comfy!! ,good qualify comfy,Others,2,Positive
5,"I am usually an S got an M size as read from previous reviews better to size up. Tight fitting body hugging, but fits just nice for me 160cm. Love the colour, Feels comfortable and stretchy, yet to workout in it. Thks!",usually got size read previous review better size tight fitting body hugging but fit nice cm love colour feel comfortable stretchy yet workout thks,Product Quality,2,Positive
5,"In love with the tights! God it’s so comfortable and the material is amazing especially for the price of it 😋

I’m a shortie so it’s a tiny bit Long for me.. I got the sports bra in the same colour and it’s definitely a cute outfit to yoga in 🥰",love tights god it’s comfortable material amazing especially price i’m shortie it’s tiny bit long got sport bra colour it’s definitely cute outfit yoga,Product Quality,2,Positive
2,"This is not coffee colour not all.  Cutting is small, luckily I ordered size L.",not coffee colour not cutting small luckily ordered size,Product Quality,0,Negative
5,"Bought this pair of tights for a friend who is UK8, this fits perfectly!",bought pair tights friend uk fit perfectly,Product Quality,2,Positive
5,"Material is thicker than compression pants - overall good. UK8 (usual size M for clothes), bought L and just nice",material thicker compression pant overall good uk usual size clothes bought nice,Product Quality,2,Positive
5,"Love the fit of these pants. Doesn’t feel as buttery as compared to the other pants.. But great for running or any other exercises. Am usually a UK8, & size M fits me perfectly. Not too tight either. ",love fit pant doesn’t feel buttery compared pant but great running or exercise usually uk size fit perfectly not tight either,Product Quality,2,Positive
1,"I have not received my items. When asked, I was directed to the general shoppee chat default robot. Till today there’s no update ",not received item asked directed general shoppee chat default robot till today there’s no update,Delivery & Service,0,Negative
5,Love the quality ,love quality,Product Quality,2,Positive
5,Quality material and fits really well!  ,quality material fit really well,Product Quality,2,Positive
5,"Good material for the price. They felt comfortable too. Delivery time was OK, considering the covid situation. Will buy more and recommend. ",good material price felt comfortable delivery time ok considering covid situation buy recommend,Product Quality,2,Positive
5,Fast delivery and received in good condition. Size hv to take 1 size bigger👍,fast delivery received good condition size hv take size bigger👍,Delivery & Service,2,Positive
5,"M is actually just nice for me! Thank you. I’m 155cm, 41kg :) )",actually nice thank i’m cm kg,Others,2,Positive
4,"The pants is soft and comfortable. My align lulu🍋 feels much softer but with a higher price tag.
",pant soft comfortable align lulu🍋 feel much softer but higher price tag,Product Quality,2,Positive
5,"Ordered on 18 Apr, expected to be delivered by 26 Apr but only received the parcel on 1 May (2 weeks’ wait). Surprisingly nice shade of dusty purple! Love the material, comfortable high waisted tights. Recommend to size up, am usually a UK8/EUR36/S but took M for this and fits perfectly.",ordered apr expected delivered apr but received parcel may weeks’ wait surprisingly nice shade dusty purple love material comfortable high waisted tights recommend size usually ukeurs but took fit perfectly,Product Quality,2,Positive
5,Material is really soft and the fit is good too! Would recommend this!! ,material really soft fit good would recommend,Product Quality,2,Positive
5,awesome!!! love it so much thank you seller!!! will be using it <3,awesome love much thank seller using,Delivery & Service,2,Positive
5,"love how comfortable it is and how it wears
amazing!
",love comfortable wear amazing,Product Quality,2,Positive
5,Super good quality for the price and cutting is great as well. I’m a UK8 and M fits perfectly. Delivery took about 1-2 weeks.,super good quality price cutting great well i’m uk fit perfectly delivery took week,Product Quality,2,Positive
5,Love this pair so so much. Very thick material and good quality ,love pair much thick material good quality,Product Quality,2,Positive
5,Very nice and comfortable. Holds my tummy area very well. Will repurchase this item. Worth the long wait (almost 3 weeks). ,nice comfortable hold tummy area well repurchase item worth long wait almost week,Product Quality,2,Positive
5,Model height 169cm hip 90cm took purple L. Pants length is acceptable for Long legs. Right fitting & comfortable. Recommend to wear seamless underwear to avoid showing the lines. Sweat mark is obvious for this colour but it doesn’t bother me. Recommended!,model height cm hip cm took purple pant length acceptable long leg right fitting comfortable recommend wear seamless underwear avoid showing line sweat mark obvious colour but doesn’t bother recommended,Product Quality,2,Positive
4,Not bad. Stretchy. But the texture is a bit rough and not very smooth.,not bad stretchy but texture bit rough not smooth,Product Quality,2,Positive
5,My repeat order. Bought the first piece and find it very comfortable so this time round I buy another 2 more. Love it. ,repeat order bought first piece find comfortable time round buy another love,Product Quality,2,Positive
5,"soft material. pleased. sizing runs small, no regrets sizing up",soft material pleased sizing run small no regret sizing,Product Quality,2,Positive
5,"Love this tights!! Got a size L and it fits perfectly, its quite stretchy so dont worry if youre wondering why the measurements are so small. For reference my waist is 64cm, I'm 170cm, 51kg and usually a size S",love tights got size fit perfectly quite stretchy dont worry youre wondering why measurement small reference waist cm im cm kg usually size,Product Quality,2,Positive
5,Good material ,good material,Product Quality,2,Positive
5,Everything in good order. Took some time to arrive. Fits just nicely. Will buy other deigns.,everything good order took time arrive fit nicely buy deigns,Product Quality,2,Positive
5,"Cutting does run quite small, and for a learned shaped body like me L was perfect. Seller was very kind and replied fast.",cutting run quite small learned shaped body like perfect seller kind replied fast,Delivery & Service,2,Positive
5,"Followed the reviews to size up. I am usually a Uk4-6 so I got M and it's surprisingly comfortable. Only thing is that it can be alittle long for 158cm but i'm happy with it regardless. 

",followed review size usually uk got surprisingly comfortable thing can alittle long cm but im happy regardless,Product Quality,2,Positive
5,cutting is a little small or maybe because i just had dinner :p ,cutting little small or maybe dinner,Others,2,Positive
4,"Taking a star off because the cutting for this runs VERY small. Am usually an M and read the comments saying I should upsize so I did. A size L is still VERY tight for me, so it’s a shame that plus sized girls can’t enjoy these tights. It’s still very good quality though, very soft. ",taking star cutting run small usually read comment saying should upsize size still tight it’s shame plus sized girl can’t enjoy tights it’s still good quality though soft,Product Quality,2,Positive
5,Gd material and high waistedness!,gd material high waistedness,Product Quality,2,Positive
5,re-purchased 2 other colours because i have the purple one and i really like it!,repurchased colour purple one really like,Others,2,Positive
5,Very nice. Received with good condition. Thanks and will buy again 😊,nice received good condition thanks buy,Delivery & Service,2,Positive
5,Sizing of tights differs for different products. Some S are loose some r quite tight. Still satisfied. ,sizing tights differs different product loose quite tight still satisfied,Product Quality,2,Positive
5,Worth the money! ,worth money,Others,2,Positive
5,"Sizing runs small and colour is quite different from the images shown. Would definitely recommend a size up! Size M is quite tight for a UK 10. Other than that, the quality feels good and thankfully it’s quite stretchy! ",sizing run small colour quite different image shown would definitely recommend size size quite tight uk quality feel good thankfully it’s quite stretchy,Product Quality,2,Positive
5,Nice! But the pants abit tight ,nice but pant abit tight,Others,2,Positive
5,Product is of good quality and came as described. Super high waisted and stretchy.,product good quality came described super high waisted stretchy,Product Quality,2,Positive
